imdb_id,production_company
tt0027893,Selznick International Pictures
tt0032022,Warner Bros.
tt0041509,Warner Bros.
tt0039152,John Wayne Productions
tt0026029,Gaumont British Picture Corporation
tt0038235,Lewis Milestone Productions
tt0036241,Howard Hughes Productions
tt0063350,Image Ten
tt0043265,Romulus Films
tt0046414,Romulus Films
tt0051459,Avon Productions (II)
tt0047162,Metro-Goldwyn-Mayer (MGM)
tt0033891,Frank Capra Productions
tt0029855,Walter Wanger Productions
tt0029588,Zion Meyers Productions
tt0022879,Paramount Pictures
tt0027980,Metro-Goldwyn-Mayer (MGM)
tt0114007,British Screen Productions
tt0093229,D & B Films Co. Ltd.
tt0118927,New Line Cinema
tt0048491,Columbia Pictures
tt0113730,British Film Institute (BFI)
tt0117357,BMG Independents
tt0117669,Four Oaks Foundation
tt0116329,Columbia Pictures
tt0118742,Triumph Films
tt0116442,Cappa Production
tt0114354,B.A. Filmproduktion
tt0117011,Columbia Pictures
tt0117039,Warner Bros.
tt0117473,Hollywood Pictures
tt0116635,First Look International
tt0115678,Rysher Entertainment
tt0116830,New Line Cinema
tt0115847,Cinehaus
tt0117603,New Line Cinema
tt0115438,Rysher Entertainment
tt0115994,A Band Apart
tt0083587,France 3 (FR 3)
tt0116167,Bluehawk Films
tt0116259,Castle Rock Entertainment
tt0116421,Warner Bros.
tt0116000,Walt Disney Pictures
tt0115862,Universal Pictures
tt0072653,Walt Disney Productions
tt0047977,Walt Disney Productions
tt0072951,Walt Disney Productions
tt0064603,Walt Disney Productions
tt0071607,Walt Disney Productions
tt0050798,Walt Disney Productions
tt0055277,Walt Disney Productions
tt0054195,Walt Disney Productions
tt0107131,Touchwood Pacific Partners 1
tt0053271,Walt Disney Productions
tt0054357,Walt Disney Productions
tt0059793,Walt Disney Productions
tt0046672,Walt Disney Productions
tt0106611,Walt Disney Pictures
tt0109127,Caravan Pictures
tt0042332,Walt Disney Productions
tt0038166,Walt Disney Productions
tt0057546,Walt Disney Productions
tt0041890,Walt Disney Productions
tt0102798,Warner Bros.
tt0058331,Walt Disney Productions
tt0033563,Walt Disney Productions
tt0076538,Walt Disney Productions
tt0066817,Walt Disney Productions
tt0043274,Walt Disney Animation Studios
tt0082406,Walt Disney Animation Studios
tt0116361,The Kushner-Locke Company
tt0095016,Twentieth Century Fox
tt0104692,Allied Vision
tt0118044,Hachette Première
tt0114597,Caipirinha Productions
tt0117582,Twentieth Century Fox
tt0117589,Channel Four Films
tt0117887,Clavius Base
tt0117924,Rastar Pictures
tt0117791,Merchant Ivory Productions
tt0116928,Cinema 7
tt0115640,Channel Four Films
tt0116908,New Line Cinema
tt0116409,Constellation Entertainment
tt0116913,Chal Productions
tt0117958,Addis Wechsler Pictures
tt0117202,Fine Line Features
tt0116404,Columbia Pictures
tt0120107,Cinergi Pictures Entertainment
tt0116722,British Broadcasting Corporation (BBC)
tt0116242,Miramax
tt0115600,Azucar Films
tt0117509,Bazmark Films
tt0117802,Doug Liman Productions
tt0117665,Astoria Films
tt0116714,Bandeira Entertainment
tt0043140,Javelin Films
tt0029546,RKO Radio Pictures
tt0028757,RKO Radio Pictures
tt0039286,RKO Radio Pictures
tt0037101,RKO Radio Pictures
tt0044863,RKO Radio Pictures
tt0109823,John Aaron Features II Inc.
tt0067992,Wolper Pictures
tt0111622,Transatlantic Films
tt0055018,Twentieth Century Fox
tt0070707,Jack Rollins & Charles H. Joffe Productions
tt0066808,Jack Rollins & Charles H. Joffe Productions
tt0095159,Metro-Goldwyn-Mayer (MGM)
tt0079470,HandMade Films
tt0084865,Metro-Goldwyn-Mayer (MGM)
tt0068334,Redford-Ritchie Productions
tt0061418,Warner Bros./Seven Arts
tt0052027,Leland Hayward Productions
tt0046912,Warner Bros.
tt0113731,Erato Films
tt0092890,Great American Films Limited Partnership
tt0105236,Live Entertainment
tt0091763,Hemdale
tt0098627,Gladden Entertainment
tt0103772,Carolco Pictures
tt0101761,Bill Graham Films
tt0104036,Palace Pictures
tt0104348,New Line Cinema
tt0083866,Universal Pictures
tt0117577,Orenda Films
tt0029992,Metro-Goldwyn-Mayer (MGM)
tt0099371,Don Simpson/Jerry Bruckheimer Films
tt0092099,Paramount Pictures
tt0115531,Canned Pictures Inc.
tt0048545,Warner Bros.
tt0044081,Charles K. Feldman Group
tt0116859,Discovery Channel Pictures
tt0115870,Wega Film
tt0115684,Cabin Fever Entertainment
tt0117040,Galatée Films
tt0117284,Playhouse International Pictures
tt0115580,Hollywood Pictures
tt0116378,October Films
tt0113057,Cinéa
tt0116581,Canal+
tt0114622,Warner Bros.
tt0112907,BMG Independents
tt0117318,Columbia Pictures
tt0116422,Weiny Bro Prods.
tt0117320,Arpie Films
tt0082846,IPC Films
tt0072081,ITC Films
tt0101775,PolyGram Filmed Entertainment
tt0096754,Twentieth Century Fox
tt0080749,AVCO Embassy Pictures
tt0082340,AVCO Embassy Pictures
tt0082533,Embassy Pictures
tt0091288,DD Productions
tt0091480,DD Productions
tt0107274,Arauco Films
tt0081375,Warner Bros.
tt0071853,Python (Monty) Pictures
tt0116587,Dangerous to Know Swell Co.
tt0112777,Big Ol' Productions
tt0116245,Big Sister Production
tt0116212,Paulist Pictures
tt0117968,Gemini Films
tt0116886,Castle Hill Productions
tt0117677,Warren Miller Entertainment
tt0112759,Alliance Independent Films
tt0118147,Das Films
tt0110173,Gaumont
tt0084589,S.F.P.C.
tt0109781,Athanor
tt0040427,Bryan Foy Productions
tt0040723,Edward Small Productions
tt0039881,Edward Small Productions
tt0034493,Invicta Film
tt0039004,Les Films Gibé
tt0026465,Paramount Pictures
tt0026656,Paramount Pictures
tt0025799,Paramount Pictures
tt0078875,Franz Seitz Filmproduktion
tt0060304,Argos Films
tt0115715,Independent Television Service (ITVS)
tt0116059,Rysher Entertainment
tt0115610,Morgan Creek Entertainment
tt0099028,Cabin Creek
tt0112483,The Movie Group
tt0103850,Miramax
tt0095765,Cristaldifilm
tt0097108,Allarts
tt0101700,Constellation
tt0101765,Sidéral Productions
tt0101811,BBC Films
tt0050825,Bryna Productions
tt0099703,Cineplex Odeon Films
tt0102014,British Screen Productions
tt0120121,Amritraj / Stevens Entertainment
tt0102426,A.M.A. Film
tt0097937,Ferndale Films
tt0098724,Outlaw Productions (I)
tt0105107,Atchafalaya
tt0105488,Beyond Films
tt0096257,American Playhouse
tt0101026,El Deseo
tt0102370,Boy Toy
tt0100332,Art Matters Inc.
tt0073486,Fantasy Films
tt0078446,Paramount Pictures
tt0080684,Lucasfilm
tt0093779,Act III Communications
tt0082971,Paramount Pictures
tt0088846,Embassy International Pictures
tt0090605,Twentieth Century Fox
tt0094336,Cineplex Odeon Films
tt0050083,Orion-Nova Productions
tt0066921,Warner Bros.
tt0056592,Pakula-Mulligan
tt0086190,Lucasfilm
tt0093191,Road Movies Filmproduktion
tt0041959,London Film Productions
tt0099685,Warner Bros.
tt0078748,Brandywine Productions
tt0106308,Dino De Laurentiis Company
tt0097202,Film Workshop
tt0054215,Shamley Productions
tt0080455,Universal Pictures
tt0093058,Natant
tt0097499,Renaissance Films
tt0045061,Argosy Pictures
tt0081398,Chartoff-Winkler Productions
tt0075686,Jack Rollins & Charles H. Joffe Productions
tt0082096,Bavaria Film
tt0070735,Zanuck/Brown Productions
tt0067185,Mildred Lewis and Colin Higgins Productions
tt0103130,Channel Four Films
tt0050976,Svensk Filmindustri (SF)
tt0085859,Enigma Productions
tt0088247,Cinema '84
tt0103873,WingNut Films
tt0097441,TriStar Pictures
tt0100519,Brandenberg
tt0079522,Jack Rollins & Charles H. Joffe Productions
tt0100150,Circle Films
tt0097165,Touchstone Pictures
tt0061722,Lawrence Truman Productions
tt0052311,Universal International Pictures (UI)
tt0100263,Gaumont
tt0056801,Cineriz
tt0071315,Paramount Pictures
tt0043456,Twentieth Century Fox
tt0040897,Warner Bros.
tt0092610,WingNut Films
tt0023969,Paramount Pictures
tt0088794,A&M Films
tt0081505,Warner Bros.
tt0092005,Columbia Pictures
tt0022100,Nero-Film AG
tt0092991,Renaissance Pictures
tt0082269,Les Films Galaxie
tt0107048,Columbia Pictures
tt0105695,Warner Bros.
tt0056218,M.C. Productions
tt0100436,New Line Cinema
tt0036613,Warner Bros.
tt0088763,Universal Pictures
tt0101921,Universal Pictures
tt0090967,Island Pictures
tt0094625,Akira Committee Company Ltd.
tt0091203,Thorn EMI Screen Entertainment
tt0061512,Jalem Productions
tt0099334,Caméra One
tt0072431,Gruskoff/Venture Films
tt0102536,Victor Company of Japan (JVC)
tt0101640,ERA International
tt0032553,Charles Chaplin Productions
tt0032455,Walt Disney Productions
tt0044706,Stanley Kramer Productions
tt0038355,Warner Bros.
tt0097493,New World Pictures
tt0081534,Rastar Pictures
tt0088258,Spinal Tap Prod.
tt0085809,American Zoetrope
tt0094006,Hughes Entertainment
tt0097576,Paramount Pictures
tt0078841,BSB
tt0091867,Goldcrest Films International
tt0089886,Delphi III Productions
tt0084503,Goldcrest Films International
tt0087553,Goldcrest Films International
tt0089606,Svensk Filmindustri (SF)
tt0049223,Metro-Goldwyn-Mayer (MGM)
tt0097351,Gordon Company
tt0073341,Columbia Pictures
tt0064115,Campanile Productions
tt0087884,Road Movies Filmproduktion
tt0098635,Castle Rock Entertainment
tt0113369,Trans Atlantic Entertainment
tt0114089,Black Brook Films
tt0116589,Helvey-Pray Productions
tt0117550,Hit Entertainment
tt0116293,Mindy Affrime
tt0116953,Bruin Grip Services
tt0115754,Eureka Pictures
tt0114093,Jezebel Productions
tt0116601,GreeneStreet Films
tt0112537,Skreba Films
tt0103644,Twentieth Century Fox
tt0082010,Polygram Pictures
tt0085159,De Laurentiis Entertainment Group (DEG)
tt0083550,Dino De Laurentiis Company
tt0078767,American International Pictures (AIP)
tt0071233,Compagnia Cinematografica Champion
tt0090655,Paramount Pictures
tt0075704,Sterobcar Productions
tt0092632,Orion Pictures
tt0056869,Alfred J. Hitchcock Productions
tt0051418,Tonylyn Productions Inc.
tt0082083,Compass International Pictures
tt0101492,Paramount Pictures
tt0037549,RKO Radio Pictures
tt0103874,American Zoetrope
tt0026138,Universal Pictures
tt0074258,Produzioni Europee Associate (PEA)
tt0103919,Candyman Films
tt0101540,Amblin Entertainment
tt0055824,Melville Productions
tt0074285,Red Bank Films
tt0083722,RKO Pictures
tt0087800,New Line Cinema
tt0091651,Reteitalia
tt0075005,Twentieth Century Fox
tt0115710,Recorded Picture Company (RPC)
tt0115495,Albino Alligator Productions
tt0117057,TriStar Pictures
tt0119791,Dimension Films
tt0117731,Digital Image Associates
tt0117631,Australian Film Finance Corporation (AFFC)
tt0117666,Miramax
tt0116705,1492 Pictures
tt0084116,Iter Film
tt0117293,Home Box Office (HBO)
tt0117372,Mundy Lane Entertainment
tt0113557,Norsk Film
tt0117477,Epithète Films
tt0115988,Twentieth Century Fox
tt0115433,Walt Disney Pictures
tt0110171,Arena Films
tt0099423,Twentieth Century Fox
tt0079945,Paramount Pictures
tt0102975,Paramount Pictures
tt0098382,Paramount Pictures
tt0084726,Paramount Pictures
tt0088170,Paramount Pictures
tt0092007,Paramount Pictures
tt0103776,Warner Bros.
tt0096487,Morgan Creek Entertainment
tt0100994,Morgan Creek Entertainment
tt0077631,Paramount Pictures
tt0084021,Paramount Pictures
tt0100114,Victor & Grais
tt0115471,Filmwerks
tt0117773,Miramax
tt0105690,Warner Bros.
tt0052287,Seltzer Films
tt0073195,Zanuck/Brown Productions
tt0077766,Universal Pictures
tt0085750,Universal Pictures
tt0117119,Peters Entertainment
tt0116996,Tim Burton Productions
tt0115906,Independent Pictures (II)
tt0116695,TriStar Pictures
tt0093822,Circle Films
tt0094155,Touchstone Pictures
tt0105435,Parkes/Lasker productions
tt0115633,Gary Hoffman Productions
tt0116621,Dimitri Villard Productions
tt0116999,Scott Rudin Productions
tt0117691,Redhead Films
tt0116410,Castle Rock Entertainment
tt0119783,Paramount Pictures
tt0115641,Paramount Pictures
tt0112769,Canal+
tt0117571,Dimension Films
tt0104691,Morgan Creek Entertainment
tt0117038,Turner Pictures (I)
tt0116240,Rysher Entertainment
tt0117690,Castle Rock Entertainment
tt0118163,Cineville
tt0117091,Paramount Pictures
tt0118100,Canal+
tt0116250,Hollywood Pictures
tt0117364,Polygram Filmed Entertainment
tt0067959,Max L. Raab Productions
tt0117028,British Broadcasting Corporation (BBC)
tt0119731,Warner Bros.
tt0116506,Cabin Fever Entertainment
tt0119115,Universal Pictures
tt0120550,Metro-Goldwyn-Mayer (MGM)
tt0120390,Metro-Goldwyn-Mayer (MGM)
tt0112362,Astral Films
tt0116704,Golden Harvest Company
tt0120414,Trimark Pictures
tt0118708,3 Arts Entertainment
tt0119664,Touchstone Pictures
tt0080714,O.T.A. Productions
tt0106535,British Broadcasting Corporation (BBC)
tt0118928,Universal Pictures
tt0106266,Castle Rock Entertainment
tt0106387,Metro-Goldwyn-Mayer (MGM)
tt0119937,Hollywood Pictures
tt0117907,Neapel Film
tt0109949,Alta Films
tt0119640,Sheinberg Productions
tt0116790,Biograf Jan Sverak
tt0119225,Def Pictures
tt0116310,
tt0118111,Castle Rock Entertainment
tt0116754,Karavan
tt0118691,High School Sweethearts
tt0120238,Castle Rock Entertainment
tt0116565,Pratt Films
tt0119887,Papazian-Hirsch Entertainment International
tt0119141,Columbia Pictures
tt0120357,Lumière International
tt0118548,Castle Rock Entertainment
tt0120317,Walt Disney Pictures
tt0120434,Warner Bros.
tt0120318,All Girl Productions
tt0116922,CiBy 2000
tt0120036,Warner Bros.
tt0119008,Mandalay Entertainment
tt0118750,Columbia Pictures
tt0118762,Strand Releasing
tt0118859,Largo Entertainment
tt0118702,Motion Picture Corporation of America (MPCA)
tt0119432,Walt Disney Pictures
tt0116743,NDF International
tt0119951,Paramount Pictures
tt0119572,Addis Wechsler Pictures
tt0120053,Paramount Pictures
tt0120152,Constantin Film
tt0118064,Beacon Communications
tt0115964,Alliance Communications Corporation
tt0116041,Alliance Communications Corporation
tt0119528,Universal Pictures
tt0117422,Fandango
tt0120094,Q Productions
tt0118972,Columbia Pictures
tt0118829,David Kirschner Productions
tt0118663,New Line Cinema
tt0116931,Beyond Films
tt0120389,Twentieth Century Fox
tt0118623,Icon Entertainment International
tt0119013,Mandalay Entertainment
tt0119381,Fox 2000 Pictures
tt0118615,Cinema Line Film Corporation
tt0119229,Hollywood Pictures
tt0116762,Empire Pictures
tt0116783,Boneyard Film Company Inc.
tt0118541,Orion Pictures
tt0113314,Channel Four Films
tt0119859,Samson Productions Pty. Ltd.
tt0120366,Banner Entertainment
tt0118586,Baldini Pictures
tt0118783,Rosefunk Pictures
tt0117050,Les Films du Rivage
tt0120032,Touchstone Pictures
tt0116295,Shanghai Film Studios
tt0120461,Twentieth Century Fox
tt0115886,Australian Asset Securities Limited
tt0118655,Capella International
tt0118771,Dino De Laurentiis Company
tt0115760,Village Roadshow Pictures
tt0115927,Universal Pictures
tt0117482,C&P Productions
tt0120383,Higgins-Messick-Wayne
tt0105660,Puopolo Productions
tt0120479,China Film Co-Production Corporation
tt0119109,Northern Lights Entertainment
tt0119116,Columbia Pictures
tt0116643,Fox Searchlight Pictures
tt0119809,Blurco
tt0120190,Trimark Pictures
tt0058985,Parc Film
tt0119578,Krost/Chapin Productions
tt0117615,Daiei Studios
tt0120087,MDP Worldwide
tt0120394,Agenda
tt0118556,Warner Bros.
tt0115744,Channel Four Films
tt0118964,British Broadcasting Corporation (BBC)
tt0119567,Universal Pictures
tt0117359,Les Films Alain Sarde
tt0117561,.406 Production
tt0120118,Good Dog Productions LLC
tt0114303,Union Générale Cinématographique (UGC)
tt0120373,Larger Than Life Productions
tt0118787,Jim Henson Pictures
tt0118880,Touchstone Pictures
tt0116834,One Mind Productions
tt0114134,Centurion
tt0112951,CLP
tt0120179,Blue Tulip Productions
tt0117724,Danan/Moreno Films
tt0117775,Phaedra Cinema
tt0118127,Bergman Lustig Productions
tt0118688,Warner Bros.
tt0119019,3 Ring Circus Films
tt0120034,Spelling Films International
tt0116502,Majestic Films International
tt0119282,Walt Disney Pictures
tt0119502,Bates Entertainment
tt0116949,MURDER & murder Production
tt0119738,TriStar Pictures
tt0105569,F2
tt0115856,Vertigo
tt0057345,Rome Paris Films
tt0119094,Permut Presentations
tt0119098,Five Minutes Before the Miracle
tt0116384,MK2 Productions
tt0117076,K.G. Productions
tt0113425,Timedial Films
tt0116334,Avventura Films
tt0119654,Columbia Pictures
tt0119848,Twentieth Century Fox
tt0120512,Morgan Creek Entertainment
tt0120133,Universal Pictures
tt0118884,Warner Bros.
tt0119173,Caravan Pictures
tt0082198,Universal Pictures
tt0119190,Walt Disney Pictures
tt0118887,Miramax
tt0119081,Golar Productions
tt0120177,McFarlane Films
tt0118570,Walt Disney Pictures
tt0119896,3 Arts Entertainment
tt0119361,Alliance Atlantis Communications
tt0119152,Warner Bros. Family Entertainment
tt0118818,Channel Four Films
tt0118883,Warner Bros.
tt0118966,Mandalay Entertainment
tt0120207,DC Entertainment
tt0120112,Miramax
tt0119311,United Artists
tt0119509,Robert Simonds Productions
tt0119675,Dimension Films
tt0119695,New Line Cinema
tt0119086,Columbia Pictures
tt0119484,Universal Pictures
tt0118571,Columbia Pictures
tt0118531,Icon Entertainment International
tt0099810,Paramount Pictures
tt0102494,New Line Cinema
tt0119465,Capitol Films
tt0120197,Flan de Coco Films
tt0119360,Paramount Pictures
tt0119051,Art Linson Productions
tt0119874,Dreamworks Pictures
tt0119488,New Regency Productions
tt0120102,Mandalay Entertainment
tt0119468,Paramount Pictures
tt0120169,Fox 2000 Pictures
tt0119457,De Fina-Cappa
tt0120524,Image Organization
tt0120323,Touchstone Pictures
tt0119174,Polygram Filmed Entertainment
tt0119123,Warner Bros.
tt0120399,Phoenix Pictures
tt0119557,Motion Picture Corporation of America (MPCA)
tt0119632,Good Film Company
tt0118647,Triumph Films
tt0120151,Paramount Pictures
tt0120402,Clinica Estetico
tt0119349,Fox Searchlight Pictures
tt0120192,Lions Gate Films
tt0118842,Too Askew Prod. Inc.
tt0119326,Def Pictures
tt0119164,Redwave Films
tt0116631,Channel Four Films
tt0119280,BBC Scotland
tt0119345,Mandalay Entertainment
tt0118971,Warner Bros.
tt0120029,Caravan Pictures
tt0119906,Beacon Communications
tt0119324,Bandeira Entertainment
tt0119107,American Playhouse
tt0120481,Alchemy Filmworks
tt0120303,Banner Entertainment
tt0120539,Shakey Pictures
tt0119177,Columbia Pictures
tt0119095,Icon Entertainment International
tt0119891,Miramax
tt0120257,TriStar Pictures
tt0119535,Channel Four Films
tt0119338,Giv'en Films
tt0119080,Trimark Pictures
tt0119210,Pacific Western
tt0118900,Orion Pictures
tt0083131,Columbia Pictures
tt0117221,Canal+
tt0118689,Polygram Filmed Entertainment
tt0119327,BMG Independents
tt0119592,Warner Bros.
tt0119832,New Line Cinema
tt0120275,Adventure Pictures
tt0120490,Miramax
tt0119527,MDP Worldwide
tt0119978,Constellation Entertainment
tt0090329,Paramount Pictures
tt0119365,Morgan Creek Entertainment
tt0120201,TriStar Pictures
tt0118901,ASQA Film Partnership
tt0107282,Hollywood Pictures
tt0118836,101st Street Films
tt0120148,Intermedia Films
tt0119707,New Line Cinema
tt0120382,Paramount Pictures
tt0120520,Miramax
tt0119723,First Look International
tt0119994,Metro-Goldwyn-Mayer (MGM)
tt0119395,Universal Pictures
tt0118617,Twentieth Century Fox
tt0120483,Warner Bros.
tt0118583,Brandywine Productions
tt0112318,Falcon Films
tt0118632,Butcher's Run Films
tt0123385,3 Emme Cinematografica
tt0118698,Channel Four Films
tt0109266,Asylum Films
tt0118764,Canadian Government
tt0118804,Geffen Pictures
