title,genre,belongs_to_franchise,production_company,runtime,popularity,release_season,release_month,averageRating
The Wishing Tree,Drama,0,Other,107.0,0.137028,Summer,Aug,8.4
The Nun,Documentary,0,Other,57.0,0.116866,Summer,Sep,6.8
New Mischief by Emil,Comedy,1,Other,91.0,1.31915,Fall,Oct,7.2
Oriana,Drama,0,Other,88.0,0.055894,Summer,Sep,6.7
Paradise girls,Drama,0,Other,97.0,0.002353,Winter,Mar,6.1
Paul dans sa vie,Documentary,0,Other,103.0,0.078565,Spring,May,7.9
Victory in the Ukraine and the Expulsion of the Germans from the Boundaries of the Ukrainian Soviet Earth,Documentary,0,Other,73.0,0.001177,Spring,Apr,7.0
The Polish Bride,Drama,0,Other,89.0,0.730651,Winter,Mar,7.1
Princess,Action,0,Other,90.0,0.006464,Winter,Jan,5.7
The Proud Princess,Romance,0,Other,94.0,0.582532,Summer,Sep,7.5
Life Hits,Drama,0,Other,93.0,0.509359,Summer,Jul,6.3
Never Travel on a One Way Ticket,Thriller,0,Other,87.0,0.000615,Fall,Oct,5.4
Dreams of Dust,Drama,0,Other,86.0,0.110208,Winter,Jan,7.1
The Robber Symphony,Other,0,Other,136.0,0.001951,Summer,Jul,7.4
The Tale of the Fox,Other,0,Other,65.0,0.327667,Spring,Apr,7.7
The Tale of Tsar Saltan,Other,0,Other,69.0,0.02822,Winter,Jan,7.4
The Snow Queen,Other,0,Other,64.0,1.814736,Fall,Oct,7.7
Current,Drama,0,Other,81.0,0.159351,Fall,Dec,7.4
Sonja,Drama,0,Other,72.0,0.07937,Fall,Nov,5.9
Pleasant Days,Drama,0,Other,99.0,0.277267,Spring,Jun,5.2
The Strange Vengeance of Rosalie,Thriller,0,Other,107.0,0.000431,Spring,Jun,6.0
Innocent Sorcerers,Romance,0,Other,87.0,0.407564,Fall,Dec,7.4
Sunny in the Dark,Drama,0,Other,91.0,0.057005,Spring,May,6.5
Chronic,Drama,0,Other,93.0,2.858077,Fall,Oct,6.6
The Black Castle,Other,0,NBCUniversal,82.0,1.674452,Fall,Dec,6.3
Highway Dragnet,Crime,0,Other,70.0,0.17056,Winter,Jan,6.3
The Crooked Web,Crime,0,Other,77.0,0.443842,Fall,Nov,6.0
East of Sudan,Romance,0,Other,85.0,0.80404,Fall,Oct,5.0
Tamas and Juli,Drama,0,Other,70.0,0.036472,Fall,Dec,6.2
Killed by Lightning,Drama,0,Other,65.0,0.118265,Spring,Jun,5.8
Summer of Goliath,Drama,0,Other,78.0,0.106521,Summer,Jul,5.8
I Know I'll See Your Face Again,Drama,0,Other,98.0,0.007452,Winter,Feb,6.0
Hounded,Drama,0,Other,87.0,2.964103,Summer,Aug,6.6
"Work Hard, Play Hard",Drama,0,Other,99.0,0.892913,Winter,Jan,6.9
Harvest Time,Drama,0,Other,67.0,0.037647,Spring,Jun,6.9
The Phantom,Horror,0,Other,90.0,0.011938,Summer,Jul,5.8
The Sewers of Paradise,Action,0,Other,85.0,0.126553,Winter,Mar,6.1
Promise,Other,0,Other,108.0,0.368474,Summer,Sep,6.4
Diving Into the Unknown,Documentary,0,Other,90.0,0.287734,Winter,Feb,7.0
A Night In the Woods,Horror,0,Other,78.0,0.191765,Summer,Sep,3.7
White Fire,Action,0,Other,84.0,0.232757,Summer,Jul,4.7
3 Braves,Other,1,Other,94.0,0.091951,Spring,May,7.4
Hellions,Horror,0,Other,80.0,4.174653,Summer,Sep,4.2
My Tomorrow,Drama,0,Other,88.0,0.049799,Fall,Nov,4.4
Dil Dosti Etc,Drama,0,Other,106.0,0.074111,Summer,Sep,7.0
The Train: Some Lines Shoulder Never Be Crossed...,Action,0,Other,134.0,0.087513,Spring,Jun,4.3
Awarapan,Action,0,Other,126.0,1.28015,Spring,Jun,7.3
"Good Boy, Bad Boy",Other,0,Other,115.0,0.558837,Spring,May,3.7
Bheja Fry,Comedy,1,Other,95.0,0.985705,Spring,Apr,7.6
MP3: Mera Pehla Pehla Pyaar,Romance,0,Other,117.0,0.214509,Spring,Jun,7.0
Dhol,Comedy,0,Other,145.0,0.877038,Summer,Sep,6.3
The Disenchanted,Drama,0,Other,78.0,3.723832,Fall,Oct,6.2
Dostana,Drama,1,Other,142.0,2.532958,Fall,Nov,6.5
Krazzy 4,Comedy,0,Other,116.0,1.37762,Spring,Apr,4.2
Halla Bol,Drama,0,Other,150.0,2.561425,Winter,Jan,6.1
Golmaal Returns,Comedy,1,Other,135.0,5.674992,Fall,Oct,5.1
Boris Without Beatrice,Drama,0,Other,93.0,0.57672,Winter,Mar,6.1
Las Plantas,Drama,0,Other,93.0,0.218588,Winter,Jan,5.4
Depth Two,Documentary,0,Other,80.0,0.102186,Winter,Feb,7.8
Tashan,Action,0,Other,148.0,0.868335,Spring,Apr,3.8
Lily Lane,Drama,0,Other,91.0,0.632632,Spring,May,6.0
EMI: Liya Hai To Chukana Padega,Comedy,0,Other,128.0,0.341618,Fall,Nov,4.2
Karzzzz,Action,0,Other,142.0,0.177779,Fall,Oct,2.1
"Waiter, Scarper!",Comedy,0,Other,88.0,0.118324,Winter,Jan,8.0
Mammal,Drama,0,Other,99.0,0.274712,Spring,Apr,6.2
The American Dreamer,Documentary,0,Other,90.0,0.726015,Spring,Apr,6.6
"André Hazes, Zij Gelooft in Mij",Documentary,0,Other,86.0,0.113732,Winter,Jan,7.3
Babushka,Drama,0,Other,97.0,0.248286,Winter,Feb,7.3
Dallas Pashamende,Drama,0,Other,90.0,0.002954,Winter,Feb,6.6
O Diabo a Quatro,Drama,0,Other,108.0,0.565814,Summer,Jul,6.3
Domésticas,Drama,0,Other,90.0,0.208379,Winter,Jan,7.1
Boy,Romance,0,Other,97.0,0.487798,Winter,Jan,6.0
Thunderclump,Adventure,0,Other,97.0,0.524508,Summer,Sep,7.0
Island Guests,Drama,0,Other,81.0,0.043189,Fall,Oct,5.8
"My God, My God, Why Hast Thou Forsaken Me?",Other,0,Other,107.0,0.260891,Spring,May,6.6
Violent Summer,Drama,0,Other,100.0,0.906731,Fall,Nov,7.5
The Eternal Jew,Documentary,0,Other,62.0,1.595573,Fall,Nov,4.9
Flipping Out - Israel's Drug Generation,Documentary,0,Other,60.0,0.03883,Winter,Jan,7.4
De Gulle Minnaar,Comedy,0,Other,100.0,0.01365,Summer,Jul,3.9
Herbstmilch,Drama,0,Other,111.0,0.02205,Winter,Jan,6.9
A Man and a Woman: 20 Years Later,Drama,1,Other,112.0,0.119266,Spring,May,5.9
I’m Glad My Mother Is Alive,Drama,0,Other,90.0,0.271272,Summer,Sep,6.7
Businessman,Action,0,Other,140.0,0.663859,Winter,Jan,7.2
Okkadu,Other,0,Other,145.0,0.309449,Winter,Jan,8.0
Time Runner,Other,0,Other,90.0,0.706342,Winter,Mar,4.3
Gabbar Singh,Action,0,Other,136.0,0.795228,Spring,May,7.1
Cameraman Ganga Tho Rambabu,Other,0,NBCUniversal,140.0,0.27824,Fall,Oct,5.7
Eega,Romance,0,Other,145.0,8.615159,Spring,Jun,7.7
Vikramarkudu,Comedy,0,Other,140.0,0.345523,Spring,Jun,7.7
Simhadri,Action,0,Other,150.0,0.835405,Summer,Jul,7.4
Skull Forest,Action,0,Other,75.0,0.286401,Spring,Jun,2.8
The Third Eye,Horror,0,Other,98.0,0.102133,Spring,Jun,6.2
The Dark Side Of Chocolate,Drama,0,Other,46.0,0.076436,Winter,Mar,7.5
4th Man Out,Comedy,0,Other,86.0,3.843861,Winter,Feb,6.7
99,Comedy,0,Other,141.0,0.328668,Spring,May,7.3
8 X 10 Tasveer,Thriller,0,Other,119.0,1.099309,Spring,Apr,5.4
Room 205,Horror,0,Other,90.0,1.43708,Summer,Aug,4.4
Kingdom of Crooked Mirrors,Adventure,0,Other,80.0,1.22313,Spring,May,7.3
Northern Light,Drama,0,Other,85.0,0.038876,Spring,Apr,6.8
La maison,Drama,0,Other,95.0,0.179017,Summer,Aug,6.2
The Girl with the Red Hair,Crime,0,Other,110.0,0.124225,Summer,Sep,6.8
The Colonel,Crime,0,Other,110.0,0.076146,Fall,Nov,7.0
A Tale of a Naughty Girl,Drama,0,Other,90.0,0.116352,Summer,Sep,6.6
All The Best,Action,0,Other,144.0,1.071906,Fall,Oct,6.1
Mutum,Drama,0,Other,95.0,0.04944,Fall,Nov,6.9
Agyaat,Other,0,Other,98.0,0.118962,Summer,Aug,2.8
O princezně Jasněnce a létajícím ševci,Other,0,Other,87.0,0.869604,Fall,Dec,6.7
The Indecent Woman,Drama,0,Other,95.0,3.403166,Spring,May,5.3
Ora o mai più,Comedy,0,Other,96.0,0.073046,Winter,Jan,6.3
Winky's Horse,Other,0,Other,90.0,0.562058,Fall,Nov,7.0
Lily Sometimes,Drama,0,Other,103.0,0.726152,Fall,Dec,6.2
Dig Your Grave Friend... Sabata's Coming,Other,0,Other,88.0,0.005954,Spring,Apr,5.1
And the Crows Will Dig Your Grave,Other,0,Other,82.0,6.2e-05,Summer,Aug,6.2
Exorcismo,Horror,0,Other,90.0,0.605524,Winter,Mar,4.8
The Last Man on the Moon,Drama,0,Other,99.0,1.117829,Winter,Feb,7.4
The Killer Wore Gloves,Thriller,0,Other,90.0,0.088333,Summer,Aug,5.4
Dad's Army,Comedy,0,Other,100.0,6.558944,Winter,Feb,5.2
Two Men in Town,Crime,0,Other,100.0,2.740764,Fall,Oct,7.4
Ringing Bell,Other,0,Other,46.0,0.640594,Winter,Mar,7.1
Night Flight,Drama,0,Other,134.0,0.779126,Winter,Feb,7.6
Dabangg,Action,1,Other,130.0,4.810413,Summer,Sep,6.2
Rakht Charitra,Action,1,Other,123.0,0.253908,Fall,Oct,7.6
No Home Movie,Documentary,0,Other,115.0,0.371059,Summer,Aug,6.6
Robo Vampire,Horror,1,Other,90.0,0.075562,Winter,Jan,3.6
The Girl in the Yellow Pajamas,Other,0,Other,103.0,0.271397,Fall,Dec,6.1
Bloodlock,Horror,0,Other,90.0,0.219055,Fall,Dec,2.5
Shor in the City,Other,0,Other,107.0,0.661642,Spring,Apr,7.2
Yeh Saali Zindagi,Thriller,0,Other,130.0,0.516803,Winter,Feb,7.5
No One Killed Jessica,Crime,0,Other,136.0,0.785505,Winter,Jan,7.2
Bodyguard,Drama,0,Other,130.0,2.402032,Summer,Aug,4.7
Thank You,Drama,0,Other,140.0,1.417392,Spring,Apr,4.7
Shuttlecock Boys,Drama,0,Other,76.0,0.071618,Summer,Aug,6.2
1920: Evil Returns,Thriller,1,Other,120.0,0.931118,Fall,Nov,4.8
Chhodo Kal Ki Baatein,Comedy,0,Other,133.0,0.019814,Fall,Nov,7.0
Idiot in Paris,Comedy,0,Other,90.0,1.288713,Winter,Mar,6.1
Spike Island,Comedy,0,Other,96.0,6.556092,Fall,Oct,6.3
Behavior,Drama,0,Other,108.0,1.006481,Winter,Jan,7.6
Family Film,Drama,0,Other,95.0,0.355191,Winter,Feb,6.4
Blackbird,Drama,0,Other,99.0,0.934827,Winter,Feb,5.6
Pretpark Nederland,Documentary,0,Other,90.0,0.007849,Fall,Oct,7.3
Farewell to the Summer Light,Drama,0,Other,96.0,0.210024,Fall,Dec,6.9
Sharunas Bartas: An Army of One,Documentary,0,Other,51.0,0.006052,Spring,Apr,6.5
Der Struwwelpeter,Fantasy,0,Other,79.0,0.106199,Winter,Jan,6.6
The Embryo Hunts in Secret,Drama,0,Other,72.0,1.036063,Summer,Jul,7.2
The Rashevski Tango,Drama,0,Other,90.0,0.041791,Summer,Sep,6.5
Three Seats for the 26th,Romance,0,Other,106.0,0.232116,Fall,Nov,6.2
Uno,Drama,0,Other,103.0,1.220097,Summer,Sep,6.8
Barbara the Fair with the Silken Hair,Other,0,Other,81.0,0.559277,Winter,Jan,7.3
The Fabulous World of Jules Verne,Other,1,Other,83.0,1.53134,Summer,Aug,7.5
The War of the Worlds: Next Century,Other,0,Other,96.0,0.242601,Summer,Sep,6.9
The World's Greatest Sinner,Drama,0,Other,82.0,0.082675,Spring,Jun,6.6
All Stars,Comedy,1,Other,115.0,0.508677,Spring,May,7.2
The Jester's Tale,Other,0,Other,82.0,0.077088,Spring,May,7.1
All About Love,Drama,0,Other,90.0,0.693538,Spring,Apr,5.3
The Watcher in the Attic,Romance,0,Other,76.0,0.745193,Spring,Jun,5.9
Exposed,Thriller,0,Other,90.0,3.449513,Summer,Aug,5.1
Hammer & Tickle,Comedy,0,Other,89.0,0.300646,Winter,Jan,7.1
Hata Göteborg,Drama,0,Other,80.0,0.884324,Spring,May,5.4
Les oiseaux de passage,Other,0,Other,83.0,0.083143,Spring,Apr,6.3
Becoming Mike Nichols,Documentary,0,WarnerMedia,72.0,0.615297,Winter,Feb,7.1
Homegrown: The Counter-Terror Dilemma,Documentary,0,WarnerMedia,93.0,0.352202,Winter,Feb,6.7
Aligarh,Drama,0,Other,114.0,0.351199,Winter,Feb,7.8
Behave Yourself!,Crime,0,Other,81.0,1.365193,Winter,Mar,5.5
Chemical Wedding,Horror,0,Other,106.0,1.744769,Spring,May,4.8
Go Man Go,Drama,0,Other,82.0,0.139958,Winter,Jan,6.6
Band of Angels,Adventure,0,WarnerMedia,125.0,1.570377,Summer,Aug,6.6
The Lost Man,Drama,0,NBCUniversal,122.0,0.430623,Summer,Jul,6.0
Plan 9,Other,0,Other,102.0,1.224136,Winter,Feb,4.4
The History of Eternity,Drama,0,Other,121.0,0.172293,Summer,Jul,7.9
Kiss Of Life,Comedy,0,Other,99.0,0.729341,Fall,Nov,5.2
Alter Ego,Drama,0,Other,99.0,0.075118,Spring,May,4.1
Straight Story,Other,0,Other,88.0,0.258855,Fall,Dec,5.8
Loafing and Camouflage: Sirens in the Aegean,Comedy,0,Other,115.0,0.624186,Fall,Dec,5.6
Loafing and Camouflage: I-4,Action,0,Other,90.0,0.684657,Spring,Apr,5.5
Gordon's War,Adventure,0,Other,90.0,0.000785,Summer,Aug,6.5
Twist,Documentary,0,Other,74.0,0.00076,Summer,Sep,7.5
Commando - A One Man Army,Action,1,Other,119.0,1.703768,Spring,Apr,6.2
Boss,Action,0,Other,143.0,1.368442,Fall,Oct,5.1
Jolly LLB,Comedy,1,Walt Disney Studios,135.0,0.839911,Winter,Mar,7.5
Shuddh Desi Romance,Comedy,0,Other,141.0,1.417692,Summer,Sep,5.8
Ek Thi Daayan,Horror,0,Other,135.0,0.960239,Spring,Apr,5.7
Leben nach Microsoft,Documentary,0,Other,72.0,0.107603,Fall,Nov,6.6
Underwater Impressions,Documentary,0,Other,45.0,0.186092,Summer,Aug,7.4
I Am a Nymphomaniac,Drama,0,Other,103.0,0.746856,Summer,Aug,4.8
Kiss and Run,Romance,0,Other,88.0,0.291233,Fall,Oct,6.2
Little Blond Death,Drama,0,Other,95.0,0.872157,Winter,Mar,6.7
The Little Polar Bear,Other,1,Other,78.0,1.246355,Fall,Oct,5.9
Kooky,Other,0,Other,95.0,0.563405,Spring,May,7.3
The Last Summer,Drama,0,Other,95.0,0.041792,Summer,Jul,6.9
On Our Own,Comedy,0,Other,75.0,0.145858,Winter,Feb,5.7
Nuits rouges,Horror,0,WarnerMedia,104.0,0.060535,Fall,Nov,6.1
Oysters at Nam Kee's,Drama,0,Other,104.0,0.457576,Summer,Sep,5.4
Offset,Drama,0,Other,110.0,0.443846,Summer,Jul,6.1
Otto er et næsehorn,Other,0,Other,84.0,0.692467,Winter,Jan,6.1
The Plank,Comedy,0,Other,55.0,0.95992,Spring,Jun,6.8
Prince and the Evening Star,Fantasy,0,Other,86.0,0.006195,Summer,Sep,7.1
Annaluise & Anton,Other,0,Other,107.0,0.309062,Winter,Mar,7.0
Directed by Andrei Tarkovsky,Documentary,0,Other,102.0,0.017296,Summer,Sep,7.8
Rot ist die Liebe,Romance,0,Other,85.0,0.036636,Winter,Jan,5.6
The Seventh Juror,Crime,0,Other,90.0,1.632324,Spring,Apr,7.5
Shelter Island,Thriller,0,Other,85.0,0.422043,Winter,Feb,4.0
Skin,Drama,0,Other,85.0,0.355246,Winter,Mar,6.8
The Snowman,Other,0,Other,78.0,0.007473,Fall,Nov,7.1
The Purse Snatcher,Drama,0,Other,96.0,0.007424,Spring,Apr,5.3
Teenage Angst,Drama,0,Other,63.0,0.253047,Winter,Jan,5.3
Wolf Summer,Adventure,0,Other,87.0,1.505651,Winter,Feb,5.9
En Route,Romance,0,Other,89.0,0.200145,Winter,Feb,5.9
Women Talking Dirty,Comedy,0,Other,97.0,1.304572,Fall,Dec,6.2
Swan Lake,Other,0,Other,75.0,0.083899,Winter,Mar,7.8
Die Abrafaxe - Unter schwarzer Flagge,Adventure,0,Other,80.0,0.848021,Fall,Oct,5.8
The Acid Eaters,Drama,0,Other,62.0,0.107058,Winter,Feb,3.6
Love and Magnets,Drama,0,Other,91.0,0.44057,Fall,Oct,6.7
Allyson Is Watching,Drama,0,Other,90.0,0.038659,Summer,Aug,5.0
Ma Ma,Drama,0,Other,111.0,2.54364,Summer,Sep,6.4
Singham Returns,Drama,1,Other,142.0,2.108695,Summer,Aug,5.7
Raja Natwarlal,Thriller,0,Other,141.0,1.109545,Summer,Aug,6.1
Sulemani Keeda,Romance,0,Other,89.0,0.10162,Summer,Sep,7.1
Darr @ the Mall,Horror,0,Other,124.0,1.283475,Winter,Feb,4.9
"She Smiles, She’s Snared!",Comedy,0,Other,141.0,1.739309,Winter,Feb,6.8
2 States,Comedy,0,Other,149.0,2.196257,Spring,Apr,6.9
Heropanti,Romance,0,Other,146.0,2.031919,Spring,May,5.3
Spanish Affair 2,Comedy,1,Other,106.0,4.941645,Fall,Nov,5.4
Roar,Thriller,0,Other,123.0,1.046235,Fall,Oct,5.6
Creature,Other,0,Other,134.0,0.129933,Summer,Sep,3.1
Hunterrr,Comedy,0,Other,141.0,0.576446,Winter,Mar,7.0
Lost on Journey,Comedy,1,Other,91.0,0.998342,Spring,Jun,6.7
Snow on The Blades,Other,0,Other,120.0,0.74993,Summer,Sep,6.7
The Belgrade Phantom,Action,0,Other,82.0,0.484569,Winter,Mar,6.8
Bella Bettien,Crime,0,Other,102.0,0.207304,Spring,Apr,6.3
Cool!,Drama,0,Other,89.0,0.122083,Summer,Sep,5.3
Ellis in Glamourland,Drama,0,Other,95.0,1.108206,Summer,Sep,5.8
Filmpje!,Comedy,0,Other,100.0,0.303564,Spring,May,5.5
Intoxicating,Drama,0,Other,103.0,0.219621,Summer,Jul,4.7
The Little Bear Movie,Other,1,Other,75.0,0.082116,Summer,Aug,6.6
Mira,Drama,0,Other,95.0,0.000578,Winter,Mar,6.5
The Seduction of Inga,Drama,1,Other,85.0,0.086545,Fall,Oct,5.0
Dutch in Seven Lessons,Documentary,0,Other,79.0,0.388282,Spring,May,7.5
The New Gulliver,Other,0,Other,75.0,0.554008,Winter,Mar,6.7
Eye of the Eagle,Adventure,0,Other,91.0,0.23176,Winter,Mar,6.3
Red Eagle,Action,0,Other,130.0,1.175345,Fall,Oct,5.3
The Singing Ringing Tree,Fantasy,0,Other,74.0,1.611034,Fall,Dec,7.0
Too Fat Too Furious,Drama,0,Other,100.0,1.148274,Winter,Feb,6.2
Bibi,Romance,0,Other,120.0,1.01888,Spring,May,5.3
Prisoner/Terrorist,Drama,0,Other,113.0,0.004948,Winter,Feb,6.4
Baba Yaga,Horror,0,Other,74.0,0.378382,Spring,Jun,6.8
Het zwijgen,Thriller,0,Other,90.0,0.039352,Winter,Mar,6.2
Happy Family,Comedy,0,Other,83.0,0.170979,Fall,Dec,5.4
Sunshine Barry & the Disco Worms,Other,0,Other,79.0,0.639577,Summer,Sep,4.6
Dreamland,Other,0,Other,77.0,0.635456,Winter,Feb,3.7
Father of Four: Never Gives Up!,Comedy,1,Other,87.0,0.447242,Winter,Jan,4.5
Frank & Wendy,Other,0,Other,75.0,0.038697,Winter,Jan,6.4
Pervert!,Comedy,0,Other,81.0,1.05556,Winter,Feb,4.5
Phileine Says Sorry,Drama,0,Other,95.0,0.970785,Fall,Oct,6.1
The Revenge of the Living Dead Girls,Horror,0,Other,82.0,1.637235,Summer,Sep,4.1
Remote Control,Comedy,0,Other,78.0,0.1725,Summer,Sep,7.6
Summers Past,Drama,0,Other,45.0,0.084966,Winter,Feb,5.7
Shock Head Soul,Documentary,0,Other,86.0,0.007336,Summer,Sep,5.9
Emergency Kisses,Drama,0,Other,90.0,0.003553,Spring,May,6.9
One Hundred Days After Childhood,Romance,0,Other,94.0,0.74439,Fall,Dec,7.8
The Princess and the Pea,Romance,0,Other,89.0,0.003108,Fall,Nov,6.8
Sure Fire,Drama,0,Other,83.0,3.8e-05,Summer,Sep,7.1
"I, a Woman",Drama,1,Other,95.0,0.16036,Summer,Sep,5.1
The Parallel Street,Drama,0,Other,83.0,0.236121,Spring,Jun,7.2
MollyCam,Drama,0,Other,87.0,0.013492,Summer,Jul,5.2
"I Flunked, But...",Comedy,0,Other,65.0,0.160931,Spring,Apr,6.3
Pastorale,Drama,0,Other,95.0,0.294605,Winter,Jan,7.2
Plastic Jesus,Drama,0,Other,73.0,0.03803,Winter,Jan,6.8
Crulic - The Path to Beyond,Other,0,Other,73.0,1.179559,Fall,Oct,7.7
Russian Symphony,Drama,1,Other,115.0,0.148918,Winter,Jan,6.5
The Shamer's Daughter,Other,1,Other,96.0,7.169599,Winter,Mar,6.0
The White Bus,Drama,0,Other,46.0,0.190389,Fall,Dec,6.4
On the Comet,Adventure,1,Other,74.0,0.937762,Fall,Oct,6.9
The White Dove,Drama,0,Other,67.0,0.179263,Fall,Nov,7.4
Images of a Relief,Other,0,Other,57.0,0.380644,Spring,Jun,5.4
Lyrical Nitrate,Documentary,0,Other,50.0,0.017788,Winter,Feb,6.9
On the Bowery,Documentary,0,Other,65.0,0.639828,Winter,Mar,7.5
Beast,Drama,0,Other,83.0,0.567637,Fall,Oct,5.7
Funeral Ceremonies,Drama,0,Other,70.0,0.213909,Winter,Jan,7.3
Book of Days,Drama,0,Other,74.0,0.04107,Fall,Nov,6.9
Found Memories,Drama,0,Other,98.0,0.112679,Summer,Sep,7.3
Avé,Drama,0,Other,86.0,0.555376,Winter,Mar,6.9
Max & Co,Other,0,Other,76.0,0.42801,Summer,Sep,6.1
Bovines,Documentary,0,Other,64.0,0.008321,Winter,Feb,6.9
It's Gradiva Who Is Calling You,Horror,0,Other,115.0,2.082789,Summer,Sep,5.8
Slow Action,Other,0,Other,46.0,0.119934,Winter,Jan,6.9
¡Vivan las Antipodas!,Documentary,0,Other,104.0,0.518148,Fall,Nov,7.2
Meanwhile,Drama,0,Other,60.0,0.394111,Fall,Nov,6.7
Anémone,Other,0,Other,60.0,0.014274,Winter,Feb,6.6
It Happened in Europe,Drama,0,Other,100.0,0.19593,Fall,Nov,7.7
The Coming of Sin,Thriller,0,Other,91.0,3.965041,Spring,Jun,5.2
Atomic Age,Drama,0,Other,67.0,2.225938,Fall,Nov,5.9
The Fourth Dimension,Drama,0,Other,108.0,0.446731,Spring,Jun,6.1
At the First Breath of Wind,Drama,0,Other,85.0,0.07334,Summer,Sep,7.3
Dad,Drama,0,Other,71.0,0.171465,Fall,Oct,6.9
The Twelve Months,Fantasy,0,Other,55.0,0.597861,Fall,Dec,7.6
Okinawa Rendez-vous,Drama,0,Other,100.0,0.018393,Summer,Jul,6.1
Good for Nothing,Comedy,0,Other,87.0,1.109136,Fall,Oct,5.9
Champion,Documentary,0,Other,81.0,1.969006,Winter,Mar,7.2
Champion,Action,0,Other,115.0,0.469409,Spring,Jun,6.6
Clan of Amazons,Other,0,Other,88.0,0.151359,Winter,Feb,6.2
Q Planes,Comedy,0,Other,82.0,0.441487,Spring,Jun,6.5
Fighting Fools,Comedy,1,Other,69.0,0.002013,Winter,Mar,6.6
Hold That Baby!,Comedy,1,Other,64.0,0.001691,Spring,Jun,6.3
"Nikki, Wild Dog of the North",Adventure,0,Walt Disney Studios,74.0,0.037374,Summer,Jul,6.9
Ride a Crooked Trail,Other,0,NBCUniversal,87.0,1.597373,Summer,Sep,6.7
Ride the Wild Surf,Comedy,0,Other,101.0,0.597132,Winter,Jan,6.0
Secrets of Life,Documentary,0,Walt Disney Studios,70.0,0.072334,Fall,Nov,7.3
The Naked Maja,Adventure,0,Other,111.0,0.588101,Fall,Dec,5.6
The Tournament,Drama,0,Other,83.0,0.747649,Spring,Apr,5.8
Treasure Hunters,Action,0,Other,104.0,1.075427,Summer,Jul,6.6
Who Done It?,Comedy,0,NBCUniversal,77.0,0.584151,Fall,Nov,7.5
Inori,Documentary,0,Other,72.0,0.119277,Summer,Aug,7.2
36,Drama,0,Other,68.0,0.219855,Winter,Jan,7.0
Silent Ones,Drama,0,Other,97.0,0.091298,Winter,Jan,7.5
Die Welt,Drama,0,Other,80.0,0.015242,Winter,Jan,7.0
"differently, Molussia",Documentary,0,Other,81.0,0.062621,Winter,Feb,7.2
The Teasers,Comedy,0,Other,82.0,1.374672,Fall,Oct,4.8
I Embrace You With 1000 Arms,Other,0,Other,110.0,0.382448,Winter,Mar,6.6
A Story of the Forest: Mavka,Drama,0,Other,83.0,0.239236,Summer,Jul,6.9
Successive Slidings of Pleasure,Thriller,0,Other,102.0,0.942421,Winter,Mar,6.3
The Golden Key,Other,0,Other,72.0,0.117004,Fall,Dec,6.6
Nostos: The Return,Drama,0,Other,85.0,1.579447,Fall,Dec,7.7
The Tale of John and Marie,Other,0,Other,65.0,0.222443,Fall,Nov,7.1
Spark of Being,Other,0,Other,68.0,0.005882,Fall,Nov,6.7
The bitter herb,Other,0,Other,89.0,0.36714,Spring,Apr,5.9
A Journey Through Fairyland,Fantasy,0,Other,90.0,0.161979,Winter,Jan,7.2
The Deflowering of Eva van End,Drama,0,Other,99.0,0.163281,Summer,Sep,6.5
The Field of Enchantment,Documentary,0,Other,81.0,0.455067,Fall,Dec,6.3
Sour Grape,Drama,0,Other,76.0,0.049412,Summer,Aug,6.9
Wool 100%,Other,0,Other,99.0,0.129738,Winter,Jan,6.5
All Stars 2: Old Stars,Comedy,1,Other,123.0,1.186702,Fall,Oct,6.3
Banana Pancakes and the Children of Sticky Rice,Adventure,0,Other,93.0,0.077118,Winter,Jan,7.2
Saturday October 5th,Drama,0,Other,47.0,0.038719,Fall,Oct,5.7
An Example of Intonation,Documentary,0,Other,50.0,0.035502,Winter,Jan,6.1
Blazing a Trail to the Stars,Other,0,Other,49.0,0.286,Spring,Jun,7.2
Twigson,Adventure,1,Other,75.0,0.229765,Fall,Oct,5.8
The Blue Planet,Documentary,0,Other,83.0,0.509914,Winter,Mar,7.9
Kaili Blues,Other,0,Other,113.0,2.630331,Winter,Mar,7.3
Mother,Drama,0,Other,90.0,0.066061,Winter,Jan,6.5
Francofonia,Documentary,0,Other,87.0,1.656862,Fall,Nov,6.7
The Event,Documentary,0,Other,74.0,0.375634,Summer,Sep,6.8
Szaffi,Other,0,Other,76.0,0.00022,Spring,Apr,7.9
On the Road: A Document,Documentary,0,Other,54.0,0.001247,Winter,Jan,6.8
The Great Flood,Documentary,0,Other,80.0,0.523999,Fall,Nov,6.8
Buddy Hutchins,Thriller,0,Other,99.0,1.77499,Winter,Jan,3.7
The Ouija Exorcism,Horror,1,Other,86.0,1.185324,Fall,Oct,2.2
Remember,Drama,0,Other,94.0,10.200553,Fall,Oct,7.5
Back To The Sea,Other,0,Other,98.0,1.082675,Winter,Jan,4.3
Future My Love,Documentary,0,Other,93.0,0.150219,Spring,Jun,7.0
Tabloid Truth,Thriller,0,Other,121.0,0.618248,Winter,Feb,6.3
It Was the Son,Comedy,0,Other,90.0,0.94537,Summer,Sep,6.7
The Leather Boys,Drama,0,Other,108.0,0.351614,Winter,Mar,7.1
For Grace,Documentary,0,Other,95.0,0.253959,Winter,Mar,7.3
White Wall,Action,0,Other,91.0,0.801652,Spring,May,4.1
The Mermaid,Comedy,0,Other,93.0,5.296052,Winter,Feb,6.2
Stranded,Comedy,0,Other,90.0,1.071291,Fall,Dec,4.3
