title,genre,belongs_to_franchise,production_company,runtime,popularity,release_season,release_month,averageRating
Mojin: The Lost Legend,Action,1,Other,127.0,4.209701,Fall,Dec,6.0
Trevor Noah: The Daywalker,Comedy,0,Other,71.0,0.437904,Fall,Nov,6.6
25 Carat,Other,0,Other,86.0,0.580317,Fall,Oct,6.2
Father,Drama,0,Other,85.0,0.765538,Fall,Nov,5.9
Freddie as F.R.O.7.,Adventure,0,Other,91.0,1.857632,Summer,Aug,5.3
Standing Army,Documentary,0,Other,75.0,0.170093,Winter,Jan,7.3
Sur,Drama,0,Other,143.0,0.04845,Summer,Sep,6.5
Deewangee,Crime,0,Other,145.0,0.524556,Fall,Oct,6.6
Saathiya,Drama,0,Other,137.0,1.492941,Fall,Dec,6.9
Carry On Again Doctor,Comedy,0,Other,85.0,2.730509,Fall,Dec,6.3
Convergence,Action,0,Other,100.0,2.743509,Winter,Jan,4.3
Southbound,Fantasy,0,Other,89.0,5.596267,Summer,Sep,5.9
Hangman,Horror,0,Other,85.0,2.055173,Winter,Mar,4.7
Mary Loss of Soul,Drama,0,Other,89.0,0.411639,Fall,Oct,3.8
A Faster Horse,Documentary,0,Other,90.0,0.740328,Fall,Oct,6.7
Give Us the Moon,Comedy,0,Other,95.0,0.512585,Summer,Sep,5.7
The Weapon,Thriller,0,Other,77.0,0.116025,Spring,May,6.3
Carry on Admiral,Comedy,0,Other,79.0,0.107064,Spring,May,5.4
Expresso Bongo,Comedy,0,Other,108.0,0.117056,Fall,Dec,6.2
Jigsaw,Crime,0,Other,107.0,0.369703,Summer,Aug,7.2
Dinocroc,Horror,0,Other,86.0,4.638634,Spring,Apr,3.3
The Monster of Piedras Blancas,Other,0,Other,71.0,0.116915,Spring,Apr,5.4
She's Lost Control,Drama,0,Other,90.0,1.903051,Winter,Feb,5.3
The Cook,Comedy,0,Other,130.0,0.125203,Spring,Apr,8.0
The Devil At Your Heels,Documentary,0,Other,103.0,1e-06,Winter,Mar,7.8
Stanley,Horror,0,Other,108.0,0.040509,Spring,May,4.5
Oliver Sherman,Drama,0,Other,90.0,0.827873,Winter,Feb,6.5
Wolves of Wall Street,Horror,0,Other,85.0,0.776524,Fall,Dec,2.7
Die Konferenz der Tiere,Other,0,Other,93.0,0.112502,Fall,Dec,6.5
Scrawl,Horror,0,Other,82.0,1.039918,Fall,Oct,4.0
Final Impact,Drama,0,Other,99.0,1e-06,Winter,Feb,4.7
The Intruder,Horror,0,Other,106.0,0.457989,Fall,Oct,4.3
Hisss,Fantasy,0,Other,98.0,0.403939,Fall,Oct,2.8
Wild Rebels,Drama,0,Other,90.0,0.146782,Summer,Sep,2.3
Cabin Fever,Horror,0,Other,99.0,4.931373,Winter,Feb,3.7
Son of Mine,Drama,0,Other,104.0,0.686589,Winter,Jan,7.0
Becoming Zlatan,Documentary,0,Other,99.0,1.49011,Winter,Feb,6.7
Paris in Spring,Comedy,0,ViacomCBS,82.0,1.163641,Spring,May,6.3
Silver Tongues,Drama,0,Other,87.0,0.625666,Fall,Nov,6.9
The Commune,Drama,0,Other,111.0,5.566138,Winter,Jan,6.4
Love Records,Other,0,Other,111.0,0.974151,Winter,Jan,5.8
Rob the Bank,Comedy,0,Other,88.0,2.323818,Winter,Feb,6.7
Tammy and the Doctor,Comedy,1,Other,88.0,0.241608,Spring,May,6.1
Tammy and the Millionaire,Comedy,1,Other,87.0,0.010139,Spring,May,5.9
The Art of Love,Comedy,0,Other,99.0,0.037318,Spring,Jun,6.2
Programming The Nation?,Documentary,0,Other,104.0,0.117849,Summer,Aug,6.2
The Sun Behind the Clouds: Tibet's Struggle for Freedom,Other,0,Other,79.0,0.006237,Winter,Jan,6.7
The Boxcar Children,Other,1,Other,86.0,0.929799,Summer,Aug,6.5
Goltzius and the Pelican Company,Documentary,0,Other,128.0,1.149191,Summer,Sep,6.5
"Butcher, Baker, Nightmare Maker",Horror,0,Other,96.0,2.332268,Winter,Feb,6.4
Black Out,Crime,0,Other,87.0,1.755129,Winter,Jan,6.4
Regular Show: The Movie,Comedy,0,WarnerMedia,70.0,2.920392,Summer,Sep,7.4
Duelle,Drama,0,Other,121.0,0.102022,Summer,Sep,7.3
The Pied Piper,Other,0,Other,53.0,1.541458,Summer,Sep,7.9
Eddie: The Sleepwalking Cannibal,Horror,0,Other,79.0,2.025477,Spring,Apr,5.7
Beach Spike,Action,0,Other,99.0,0.879707,Summer,Jul,4.2
Ip Man 3,Action,1,Other,105.0,8.970494,Fall,Dec,7.1
Hanamizuki,Romance,0,Other,128.0,0.651043,Spring,Jun,6.9
Please Teach Me English,Drama,0,Other,118.0,0.763051,Winter,Jan,6.5
Cosas insignificantes,Drama,0,Other,98.0,1.195679,Summer,Sep,6.8
El rey de los huevones,Comedy,0,Other,96.0,0.041184,Summer,Aug,5.1
Scrambled Beer,Comedy,0,Other,88.0,0.003795,Winter,Mar,6.3
Serial Teachers,Comedy,1,Other,88.0,0.240446,Spring,Apr,5.2
Sing Sing,Comedy,0,Other,117.0,0.444312,Fall,Oct,5.7
Project-M,Drama,0,Other,98.0,0.976485,Summer,Sep,4.8
The House in Montevideo,Comedy,0,Other,106.0,0.071476,Fall,Nov,7.2
Above Dark Waters,Drama,0,Other,108.0,0.598521,Summer,Sep,6.6
Balls to the Wall,Comedy,0,Other,84.0,0.555595,Spring,Apr,3.9
We Sold Our Souls for Rock 'n Roll,Documentary,0,Other,90.0,0.002915,Winter,Jan,7.2
H.O.T. Human Organ Traffic,Documentary,0,Other,62.0,0.004991,Fall,Oct,5.6
Good Luck,Drama,0,Other,90.0,0.877542,Spring,May,6.7
Black Sea,Drama,0,Other,95.0,0.050802,Winter,Jan,6.8
Infliction,Drama,0,Walt Disney Studios,100.0,0.101246,Winter,Jan,5.3
Love in the End,Drama,0,Other,90.0,0.116854,Winter,Feb,6.0
The Polar Bear,Action,0,Other,90.0,0.779077,Fall,Nov,6.6
Lord Montagu,Documentary,0,Other,79.0,0.048548,Spring,Apr,7.9
As the Palaces Burn,Documentary,0,Other,121.0,0.639113,Winter,Jan,7.9
About Scout,Other,0,Other,92.0,0.515234,Spring,Apr,6.5
A Sunday Horse,Drama,0,Other,108.0,1.887931,Winter,Feb,6.1
The Day Silence Died,Comedy,0,Other,108.0,0.073531,Summer,Jul,7.0
From Me To You,Romance,0,Other,128.0,1.42545,Summer,Sep,7.0
Mastizaade,Romance,0,Other,119.0,2.053519,Winter,Jan,2.4
Django's Cut Price Corpses,Other,0,Other,83.0,0.373369,Spring,May,3.8
The Devil's Wedding Night,Horror,0,Other,80.0,0.926611,Spring,Apr,5.4
Who Killed Chea Vichea?,Documentary,0,Other,56.0,0.005882,Winter,Jan,7.7
If I Should Die Before I Wake,Drama,0,Other,73.0,0.083797,Spring,Apr,7.2
The River and Death,Drama,0,Other,91.0,0.483034,Spring,Jun,6.8
Daniel & Ana,Thriller,0,Other,90.0,1.39526,Spring,May,6.1
Black Wind,Adventure,0,Other,127.0,0.155926,Winter,Jan,8.1
Addictions and Subtractions,Drama,0,Other,108.0,0.66142,Summer,Sep,6.8
Used Parts,Drama,0,Other,95.0,0.276641,Spring,Apr,6.8
National Mechanics,Comedy,0,Other,105.0,0.148701,Fall,Dec,7.3
Benjamín's Wife,Comedy,0,Other,90.0,0.222001,Winter,Jan,7.3
War of the Birds,Other,0,Other,68.0,0.565231,Summer,Jul,7.2
Elisa Before the End of the World,Drama,0,Other,80.0,0.619812,Spring,Jun,6.9
Ciudad de Ciegos,Drama,0,Other,87.0,0.087611,Fall,Oct,6.4
Black Butterfly,Drama,0,Other,118.0,0.353809,Fall,Nov,6.6
Ninja USA,Action,0,Other,95.0,0.531679,Winter,Jan,5.0
Foreign Parts,Documentary,0,Other,81.0,0.112771,Summer,Aug,6.7
Pig,Drama,0,Other,90.0,0.767653,Spring,Apr,5.8
Shakespeare and Victor Hugo's Intimacies,Documentary,0,Other,83.0,0.223269,Fall,Nov,8.1
Please Kill Mr. Know It All,Comedy,0,Other,87.0,0.095686,Spring,Apr,4.8
Road to Your Heart,Adventure,0,Other,112.0,0.501787,Winter,Feb,6.8
Becoming Bulletproof,Other,0,Other,80.0,0.127016,Winter,Mar,7.8
Jim: The James Foley Story,Documentary,0,WarnerMedia,111.0,1.149859,Winter,Jan,7.6
Sing Your Way Home,Comedy,0,Other,72.0,0.518113,Fall,Nov,5.0
The War Against Mrs. Hadley,Drama,0,Other,86.0,0.080791,Summer,Aug,6.5
Vortex,Drama,0,Other,140.0,0.149484,Summer,Sep,7.4
Nightmare Code,Horror,0,Other,90.0,0.243615,Winter,Jan,5.3
Hawa,Drama,0,Other,129.0,0.002361,Summer,Jul,3.3
Paap,Thriller,0,Other,115.0,0.22653,Fall,Dec,5.1
The Veil,Horror,0,Other,93.0,10.087243,Spring,Apr,4.8
The Grave Digger,Drama,0,Other,85.0,0.042332,Winter,Jan,6.2
Demons,Horror,0,Other,135.0,0.012236,Winter,Feb,8.0
Ode to My Father,Drama,0,Other,126.0,1.005648,Fall,Dec,7.9
Pitbull. New Order,Action,1,Other,133.0,1.921469,Winter,Jan,6.5
El hijo del cura,Comedy,0,Other,82.0,0.281148,Summer,Sep,4.9
Naked Soldier,Action,1,Other,94.0,1.170411,Summer,Aug,4.8
L'abbiamo fatta grossa,Comedy,0,Other,112.0,2.908434,Winter,Jan,5.5
Cousin Jules,Documentary,0,Other,91.0,0.451329,Spring,May,7.7
Murder,Drama,1,Other,131.0,0.387378,Spring,Apr,5.4
Madhoshi,Drama,0,Other,145.0,0.100055,Summer,Sep,4.5
Kismat,Drama,0,Other,143.0,0.978406,Winter,Feb,3.6
Rudraksh,Action,0,Other,145.0,0.4773,Winter,Feb,2.7
Asambhav,Adventure,0,Other,139.0,0.657994,Summer,Jul,3.4
Ek Hasina Thi,Drama,0,Other,120.0,0.47165,Winter,Jan,7.5
Plan,Action,0,Other,149.0,0.043816,Winter,Jan,4.1
Dil Ne Jise Apna Kahaa,Drama,0,Other,134.0,0.281065,Summer,Sep,4.3
Vai Que Cola - O Filme,Comedy,0,Other,105.0,2.792306,Fall,Oct,5.1
Os Caras de Pau em O Misterioso Roubo do Anel,Comedy,0,Other,91.0,0.747073,Fall,Dec,3.7
Capture the Flag,Comedy,0,ViacomCBS,94.0,6.345679,Summer,Aug,5.9
Glastonbury,Other,0,Other,135.0,0.328167,Spring,Apr,6.6
The Eternity Man,Drama,0,Other,63.0,0.119274,Summer,Sep,6.3
Oil City Confidential,Documentary,0,Other,104.0,0.408882,Fall,Oct,7.6
The Ecstasy of Wilko Johnson,Other,0,Other,91.0,0.420739,Winter,Mar,7.5
The Invicible Cell,Crime,0,Other,100.0,0.749969,Winter,Mar,6.6
Lusers,Comedy,0,Other,100.0,0.361454,Fall,Oct,4.8
Hunt for the Wilderpeople,Drama,0,Other,101.0,9.259371,Winter,Mar,7.9
Jurassic Prey,Other,0,Other,87.0,0.687557,Spring,Jun,1.7
The Sand,Horror,0,Other,84.0,3.035252,Summer,Aug,3.8
Forsaken,Other,0,Other,90.0,12.948669,Summer,Sep,6.3
Kaal,Action,0,Other,127.0,0.695019,Spring,Apr,4.6
Deewane Huye Paagal,Drama,0,Other,150.0,2.06066,Fall,Nov,5.3
Maine Pyaar Kyun Kiya,Drama,0,Other,145.0,0.581967,Summer,Jul,5.5
Vaah! Life Ho Toh Aisi!,Drama,0,Other,132.0,0.352947,Fall,Dec,4.5
Naina,Horror,0,Other,103.0,0.465984,Spring,May,4.2
Karam,Thriller,0,Other,117.0,0.953813,Winter,Jan,5.5
L'ange,Other,0,Other,70.0,0.017815,Spring,May,7.4
Nightfall,Drama,0,Other,140.0,0.075996,Summer,Sep,6.8
Bad Roomies,Comedy,0,Other,93.0,1.308065,Fall,Dec,5.1
The Bed You Sleep In,Drama,0,Other,117.0,0.325,Summer,Sep,7.3
Phantom Love,Drama,0,Other,87.0,0.582257,Winter,Jan,6.0
Voices Through Time,Documentary,0,Other,86.0,0.517789,Summer,Aug,7.9
Zeher,Thriller,0,Other,132.0,0.318265,Winter,Mar,5.4
Dus,Action,0,Other,146.0,1.798957,Summer,Jul,5.5
'D',Drama,1,Other,107.0,0.61062,Spring,Jun,6.8
Acéphale,Drama,0,Other,90.0,0.052426,Winter,Jan,6.6
Avetik,Drama,0,Other,80.0,0.149675,Spring,Apr,7.1
Cómo pasan las horas,Drama,0,Other,85.0,0.053203,Winter,Mar,6.6
"Baxter, Vera Baxter",Drama,0,Other,91.0,0.07725,Spring,Jun,6.5
Page 3,Drama,0,Other,139.0,0.684585,Winter,Jan,7.3
Family Nest,Drama,0,Other,108.0,0.116928,Winter,Jan,7.3
Silence and Cry,Drama,0,Other,73.0,0.476432,Spring,Jun,6.8
Deux fois,Drama,0,Other,63.0,0.039134,Winter,Feb,6.5
Days of Eclipse,Drama,0,Other,139.0,1.411653,Winter,Jan,7.1
Elegy of a Voyage,Fantasy,0,Other,47.0,0.22814,Spring,Jun,7.6
Ere erera baleibu icik subua aruaren,Other,0,Other,75.0,0.021428,Winter,Jan,7.3
Story of Night,Documentary,0,Other,61.0,0.000578,Fall,Nov,6.9
Landscape,Documentary,0,Other,60.0,0.040395,Fall,Oct,6.7
The Settlement,Documentary,0,Other,77.0,0.17833,Fall,Oct,6.4
Somnambulance,Drama,0,Other,129.0,0.353023,Summer,Sep,6.6
Subconscious Cruelty,Horror,0,Other,92.0,1.349913,Fall,Oct,4.9
Three Days,Drama,0,Other,75.0,0.536387,Fall,Dec,7.0
Dopo quella notte,Drama,0,Other,99.0,0.38098,Summer,Jul,4.8
4 Elements,Documentary,0,Other,89.0,0.074221,Fall,Nov,7.6
The Belovs,Documentary,0,Other,60.0,0.450888,Winter,Feb,7.4
Bloody Mondays & Strawberry Pies,Documentary,0,Other,80.0,0.023148,Fall,Oct,7.5
Daughters of the Sun,Drama,0,Other,92.0,0.089705,Winter,Jan,6.8
Destroy Yourselves,Drama,0,Other,75.0,0.071856,Spring,May,6.7
The Issa Valley,Drama,0,Other,110.0,0.473698,Winter,Jan,6.2
"You're Out of Your Mind, Madicken",Other,1,Other,98.0,1.488704,Fall,Dec,6.5
Egomania: Island Without Hope,Drama,0,Other,84.0,1.112241,Fall,Oct,6.3
Une femme d'extérieur,Drama,0,Other,118.0,0.036477,Winter,Jan,6.1
Twilight Zone,Other,0,Other,83.0,0.407463,Fall,Nov,6.6
Paraguayan Hammock,Drama,0,Other,78.0,0.22129,Fall,Nov,6.6
Heaven's Heart,Drama,0,Other,95.0,0.113907,Winter,Feb,6.8
Woman of Water,Drama,0,Other,115.0,0.151743,Summer,Sep,6.9
Nathalie Granger,Drama,0,Other,83.0,0.356234,Fall,Oct,7.1
The Lonely Voice of Man,Drama,0,Other,87.0,0.076367,Summer,Sep,7.0
Cantata,Drama,0,Other,94.0,0.368265,Winter,Feb,7.2
Opium: Diary of a Madwoman,Drama,0,Other,113.0,0.721084,Winter,Jan,6.6
Almanac of Fall,Drama,0,Other,119.0,0.79921,Summer,Aug,7.3
Fruit of Paradise,Drama,0,Other,99.0,0.103347,Summer,Jul,6.9
Pavee Lackeen: The Traveller Girl,Drama,0,Other,87.0,0.616934,Summer,Jul,6.2
Pink Ulysses,Drama,0,Other,98.0,0.001393,Winter,Feb,6.4
Pop Skull,Horror,0,Other,86.0,0.222681,Summer,Jul,5.5
Revue,Other,0,Other,82.0,0.110644,Spring,Jun,6.5
Bipedalism,Drama,0,Other,90.0,0.252171,Spring,May,6.0
Le révélateur,Drama,0,Other,67.0,0.206755,Winter,Jan,6.9
A Spring for the Thirsty,Drama,0,Other,70.0,0.141187,Winter,Jan,7.2
RR,Documentary,0,Other,115.0,0.330803,Fall,Nov,7.5
Blood,Drama,0,Other,90.0,0.170569,Winter,Feb,5.9
A Humble Life,Fantasy,0,Other,76.0,0.081326,Spring,May,6.9
Sophiiiie!,Drama,0,Other,107.0,0.216899,Winter,Feb,7.1
Quiet Days in Clichy,Comedy,0,Other,80.0,0.405074,Spring,Jun,5.3
Whispering Pages,Drama,0,Other,77.0,0.512921,Winter,Feb,6.9
Die Totale Therapie,Thriller,0,Other,115.0,0.006331,Winter,Jan,6.8
Stages,Drama,0,Other,80.0,0.179226,Fall,Nov,6.8
No Place to Go,Drama,0,Other,110.0,0.660998,Spring,Apr,7.0
The Plea,Drama,0,Other,72.0,0.27382,Summer,Sep,7.8
Venus In Furs,Drama,0,Other,70.0,0.585592,Winter,Mar,5.2
You Wont Miss Me,Comedy,0,Other,81.0,0.623463,Winter,Jan,5.0
The Garden,Comedy,0,Other,99.0,0.466638,Spring,Jun,7.7
Women's Prison,Drama,0,Other,106.0,0.037647,Fall,Oct,6.5
Insiang,Drama,0,Other,95.0,2.347695,Fall,Dec,7.6
"Quax, der Bruchpilot",Comedy,1,Other,92.0,0.190565,Fall,Dec,5.9
Forgive Me,Drama,0,Other,83.0,0.001177,Fall,Oct,7.1
7 Years,Drama,0,Other,86.0,0.045413,Winter,Jan,6.1
Alone,Drama,0,Other,88.0,0.666796,Fall,Oct,6.8
How to Become Myself,Drama,0,Other,97.0,0.003961,Spring,Apr,6.4
The Adopted Son,Drama,0,Other,81.0,0.176254,Summer,Aug,6.9
Bluebird,Drama,0,Other,77.0,0.039123,Spring,Apr,7.3
Blush,Drama,0,Other,55.0,0.122913,Fall,Dec,6.9
Parental Guidance,Drama,0,Other,52.0,4.195102,Spring,Jun,6.8
I Sent a Letter to My Love,Drama,0,Other,112.0,0.000344,Spring,Apr,7.0
Chronopolis,Other,0,Other,52.0,0.873757,Winter,Jan,7.0
The Inner Scar,Other,0,Other,60.0,0.000578,Winter,Feb,6.7
Crepuscule,Drama,0,Other,70.0,0.017926,Spring,Apr,5.6
Details,Drama,0,Other,114.0,0.373635,Fall,Oct,5.6
Dragon's Return,Drama,0,Other,84.0,0.036472,Spring,May,7.2
Her Name Is Sabine,Documentary,0,Other,85.0,0.507087,Winter,Jan,7.6
Felix and Lola,Drama,0,Other,89.0,0.219383,Winter,Mar,5.8
A Love Movie,Drama,0,Other,91.0,0.327211,Spring,May,5.1
Finisterre,Documentary,0,Other,57.0,0.002539,Spring,May,6.9
The Forbidden Quest,Documentary,0,Other,75.0,0.000234,Spring,Apr,6.8
Toy Reanimator,Other,0,Other,47.0,0.002385,Winter,Jan,6.8
Genius Party,Other,0,Other,85.0,1.113388,Summer,Jul,7.1
The Guatemalan Handshake,Comedy,0,Other,98.0,0.21442,Winter,Jan,6.1
Guernsey,Drama,0,Other,90.0,0.793096,Summer,Aug,6.1
Gypo,Drama,0,Other,98.0,0.48529,Summer,Aug,6.7
Flower & Snake,Drama,1,Other,115.0,2.05075,Winter,Mar,5.5
Harry Munter,Drama,0,Other,101.0,0.304433,Fall,Dec,5.4
Het is een schone dag geweest,Documentary,0,Other,70.0,3.6e-05,Fall,Nov,8.1
Alpine Fire,Drama,0,Other,120.0,0.880194,Summer,Sep,7.1
I Always Wanted to Be a Saint,Drama,0,Other,90.0,0.004918,Spring,May,6.2
Salt for Svanetia,Documentary,0,Other,55.0,0.112502,Spring,May,7.7
Silent Waters,Drama,0,Other,99.0,0.146994,Summer,Aug,7.6
Love on Sunday,Drama,0,Other,89.0,0.1279,Summer,Jul,6.5
Landscape,Drama,0,Other,106.0,0.204367,Spring,Apr,7.2
Fallen,Drama,0,Other,90.0,0.044896,Summer,Jul,6.8
La León,Drama,0,Other,85.0,0.114889,Summer,Jul,6.4
Days of 36,Drama,0,Other,105.0,0.023867,Summer,Sep,6.9
Suzaku,Drama,0,Other,95.0,3.340118,Winter,Jan,7.5
Molly's Way,Drama,0,Other,84.0,0.027063,Winter,Mar,6.4
Windows on Monday,Drama,0,Other,88.0,0.405594,Winter,Feb,6.5
The Muse,Drama,0,Other,72.0,0.110908,Summer,Sep,5.6
Nadia and Sarra,Drama,0,Other,90.0,0.456747,Fall,Oct,7.3
The Tribulations of Balthazar Kober,Drama,0,Other,115.0,0.013577,Fall,Dec,6.7
Oddsac,Documentary,0,Other,54.0,0.364854,Summer,Aug,7.1
Barren Illusion,Other,0,Other,95.0,0.059715,Fall,Dec,6.5
Oblivion,Documentary,0,Other,93.0,0.080969,Fall,Oct,7.4
"Daddy, Father Frost Is Dead",Horror,0,Other,81.0,0.002001,Fall,Dec,6.4
Pin Boy,Drama,0,Other,90.0,0.04307,Winter,Mar,6.5
A Parting Shot,Drama,0,Other,84.0,0.00376,Spring,May,6.7
Pirosmani,Other,0,Other,85.0,0.210885,Winter,Jan,7.7
Empty Days,Drama,0,Other,105.0,0.054167,Winter,Feb,6.8
The Secret,Romance,0,Other,107.0,1.036431,Spring,Jun,6.1
The Suit,Comedy,0,Other,92.0,0.09539,Winter,Feb,6.6
Signer's Suitcase,Documentary,0,Other,84.0,0.001177,Spring,Apr,7.6
Small Gods,Drama,0,Other,85.0,0.003861,Summer,Sep,6.4
Alice In Acidland,Drama,0,Other,55.0,0.479417,Winter,Jan,3.6
The Snow Maiden,Fantasy,0,Other,90.0,0.595183,Fall,Oct,7.1
Silent Storm,Drama,0,Other,93.0,0.001177,Winter,Jan,7.4
"Everything's Fine, We're Leaving",Comedy,0,Other,96.0,0.02065,Spring,Jun,6.6
"Birds, Orphans and Fools",Other,0,Other,78.0,0.7095,Summer,Sep,7.3
Wojaczek,Drama,0,Other,90.0,0.054685,Fall,Nov,7.1
The Matrimony,Drama,0,Other,91.0,1.05298,Winter,Feb,5.5
Labyrinth of Dreams,Other,0,Other,90.0,0.10653,Winter,Feb,7.3
The Pocket-knife,Other,0,Other,90.0,0.486142,Fall,Oct,6.8
Shark in the Head,Drama,0,Other,75.0,0.005914,Spring,Jun,7.0
Woman of the Lake,Drama,0,Other,102.0,0.969826,Summer,Aug,7.3
Sociopathia,Horror,0,Other,86.0,1.112734,Fall,Nov,3.6
The Ritchie Blackmore Story,Other,0,Other,134.0,0.133132,Fall,Nov,7.8
Cycling Chronicles: Landscapes the Boy Saw,Horror,0,Other,89.0,0.095752,Fall,Oct,6.4
32A,Drama,0,Other,89.0,0.567032,Summer,Jul,6.6
The Human Dutch,Documentary,0,Other,90.0,0.200911,Winter,Jan,7.8
Allonsanfan,Drama,0,Other,115.0,0.761845,Fall,Dec,7.0
The Child,Drama,0,Other,135.0,0.162737,Spring,May,7.5
Fear,Documentary,0,Other,92.0,0.00492,Spring,May,7.1
Love After Love,Romance,0,Other,104.0,0.6425,Spring,Apr,6.0
The Tree of Guernica,Drama,0,Other,110.0,0.078182,Winter,Jan,6.7
Arvo Pärt: 24 Preludes for a Fugue,Documentary,0,Other,89.0,0.003527,Fall,Nov,8.0
Long Live Ghosts!,Other,0,Other,85.0,0.284167,Fall,Nov,7.6
Atlantis,Drama,0,Other,90.0,0.004706,Summer,Sep,6.4
Bashing,Drama,0,Other,82.0,0.279208,Spring,May,6.8
The Touch,Drama,0,Other,115.0,0.659046,Summer,Jul,6.4
The Cyclist,Drama,0,Other,95.0,0.831747,Winter,Feb,7.3
Ça brûle,Drama,0,Other,111.0,0.004805,Summer,Aug,6.1
The Unscrupulous Ones,Drama,0,Other,100.0,0.107987,Winter,Mar,7.0
The Cannibals,Drama,0,Other,90.0,0.000308,Spring,Jun,7.1
Tears for Sale,Drama,0,Other,86.0,1.836576,Winter,Jan,6.9
We Are the Pirates of the Roads,Adventure,0,Other,85.0,1.147538,Winter,Mar,5.2
Days of Nietzsche in Turin,Drama,0,Other,85.0,0.001194,Spring,May,6.3
Ricky Rapper and Cool Wendy,Comedy,1,Other,72.0,0.009599,Winter,Feb,4.9
Risto Räppääjä ja liukas Lennart,Comedy,1,Other,77.0,0.020492,Winter,Feb,5.1
Dogville Confessions,Documentary,0,Other,53.0,0.375271,Spring,Jun,6.7
Risto Räppääjä ja Sevillan saituri,Other,1,Other,73.0,0.028333,Winter,Feb,5.1
Jill and Joy,Other,0,Other,80.0,0.017998,Winter,Jan,5.7
Fanfare,Comedy,0,Other,86.0,0.682221,Fall,Oct,7.3
Fimfárum Jana Wericha,Other,1,Other,100.0,0.297479,Fall,Nov,7.7
Fimfarum 2,Other,1,Other,97.0,0.074607,Winter,Feb,7.2
Parents,Horror,0,Other,90.0,0.110061,Winter,Jan,7.0
Screaming Masterpiece,Documentary,0,Other,84.0,0.739587,Spring,Apr,7.4
The Giants,Drama,0,Other,84.0,0.588546,Spring,May,6.7
Gizmo!,Documentary,0,Other,77.0,0.227416,Summer,Sep,7.8
The Gleaners and I: Two Years Later,Documentary,0,Other,63.0,0.299014,Fall,Dec,7.2
Legacy,Drama,0,Other,75.0,1.383278,Summer,Sep,7.0
Last Stop,Documentary,0,Other,89.0,0.042157,Fall,Oct,8.0
Sundown: The Vampire in Retreat,Comedy,0,Other,104.0,1.578122,Spring,May,6.1
Nightmare in Wax,Horror,0,Other,98.0,0.91329,Spring,May,3.8
Terror in the Wax Museum,Horror,0,Other,93.0,0.698608,Spring,May,5.1
Uma Onda no Ar,Drama,0,Other,92.0,0.003374,Summer,Sep,6.6
The Red Light Bandit,Action,0,Other,92.0,0.745164,Fall,Dec,7.4
Jungle Freaks,Comedy,0,Other,110.0,0.377849,Summer,Sep,7.0
Angels of the Sun,Drama,0,Other,92.0,0.300501,Winter,Mar,7.1
"Iracema, Uma Transa Amazônica",Drama,0,Other,91.0,0.002001,Winter,Jan,7.2
The Clan - Tale of the Frogs,Action,0,Other,95.0,0.002317,Fall,Nov,6.6
Dancing Ninja,Action,0,Other,97.0,0.205246,Fall,Oct,4.1
My Good Hans,Romance,0,Other,111.0,0.117871,Fall,Oct,6.0
Classroom 6,Horror,0,Other,76.0,1.348183,Spring,Apr,3.6
616: Paranormal Incident,Horror,0,Other,83.0,1.445628,Winter,Feb,2.8
4 Horror Tales - Roommates,Horror,0,Other,93.0,0.686167,Summer,Aug,5.7
Joy of Learning,Drama,0,Other,95.0,0.074827,Summer,Jul,6.2
The Big Broadcast of 1937,Comedy,0,ViacomCBS,100.0,0.331503,Fall,Oct,6.0
"Gore, Quebec",Thriller,0,Other,79.0,0.032138,Fall,Oct,4.7
Long Pigs,Crime,0,Other,81.0,1.277626,Spring,May,5.9
Gangster,Romance,0,Other,117.0,0.720185,Spring,Apr,7.1
Fight Club: Members Only,Action,0,Other,140.0,0.109991,Winter,Feb,3.3
Pyaar Ke Side Effects,Comedy,0,Other,132.0,0.160698,Summer,Sep,6.7
Malamaal Weekly,Comedy,0,Other,138.0,1.479018,Winter,Mar,6.9
36 China Town,Comedy,0,Other,147.0,1.029823,Spring,May,5.7
Corporate,Drama,0,Other,142.0,0.737303,Summer,Jul,6.5
"Tom, Dick And Harry",Comedy,0,Other,137.0,0.038824,Spring,May,3.1
Shiva,Drama,0,Other,119.0,0.079669,Summer,Sep,3.9
Death Spa,Horror,0,Other,88.0,1.796689,Winter,Jan,5.2
Johnny Corncob,Adventure,0,Other,74.0,2e-06,Spring,May,7.6
Johanna,Drama,0,Other,86.0,0.152116,Spring,May,5.5
Julietta,Drama,0,Other,95.0,0.041677,Summer,Sep,6.1
Kelin,Drama,0,Other,84.0,0.403549,Spring,Jun,6.9
Khamsa,Drama,0,Other,110.0,0.510151,Fall,Oct,6.6
Komsomol,Documentary,0,Other,50.0,0.139915,Winter,Jan,6.8
The Cat Who Walked by Herself,Drama,0,Other,70.0,1.129734,Winter,Jan,7.0
The Last Days of Emma Blank,Comedy,0,Other,89.0,0.732102,Spring,May,6.8
Spoon,Other,0,Other,96.0,0.309836,Winter,Feb,6.4
Confessions of Loving Couples,Romance,0,Other,80.0,0.001346,Winter,Feb,6.6
Misa mi,Other,0,Other,80.0,2.458467,Fall,Dec,5.6
Mods,Other,0,Other,59.0,0.038177,Fall,Oct,6.3
Hollow City,Drama,0,Other,90.0,0.038842,Winter,Jan,6.6
Night Games,Drama,0,Other,105.0,0.378035,Summer,Sep,6.3
